,question,ref_answer,pred_answer,bleu_score,train_data
87,How many sons did Vinata wish to bring forth according to the text?,Vinata wished to bring forth two sons according to the text.,Vinata wanted to bring forth as many sons as possible according to the text.,{'google_bleu': 0.4074074074074074},True
88,What was the curse that the child in the broken egg gave to Vinata according to the text?,The curse that the child in the broken egg gave to Vinata was that she would serve as a slave and could only be delivered by the child in the other egg if she waited for five hundred years without breaking it according to the text.,The curse that the child in the broken egg gave to Vinata was that it would destroy,{'google_bleu': 0.2857142857142857},False
89,Who was the charioteer of Surya according to the text?,The charioteer of Surya was the child in the broken egg who rose to the sky according to the text.,The charioteer of Surya was the charioteer of the,{'google_bleu': 0.24358974358974358},True
90,What was the name of the son of Vinata who came out of the other egg according to the text?,The name of the son of Vinata who came out of the other egg was Garuda according to the text.,The name of the son of Vinata who came out of the other egg was the son,{'google_bleu': 0.7051282051282052},True
91,What was the name of the steed that arose at the churning of the Ocean for nectar according to the text?,The name of the steed that arose at the churning of the Ocean for nectar was Uchchaihsravas according to the text.,The name of the steed that arose at the churning,{'google_bleu': 0.4146341463414634},True
92,What was the name of the mountain where the celestials sat in conclave according to the text?,The name of the mountain where the celestials sat in conclave was Meru according to the text.,The name of the mountain where the celestials sat in conclave was,{'google_bleu': 0.6363636363636364},True
93,Who suggested to churn the Ocean with the gods and the Asuras according to the text?,Narayana suggested to churn the Ocean with the gods and the Asuras according to the text.,The two sisters suggested to churn the Ocean with the gods and the Asura,{'google_bleu': 0.5483870967741935},True
94,What was the name of the mountain that the gods wanted to use as a churning rod according to the text?,The name of the mountain that the gods wanted to use as a churning rod was Mandara according to the text.,The name of the mountain that the gods wanted to use as a churn,{'google_bleu': 0.5609756097560976},True
95,Who tore up the mountain and brought it to the shore of the Ocean according to the text?,"Ananta, the prince of snakes, tore up the mountain and brought it to the shore of the Ocean according to the text.","The gods, the Apsaras and the Kinnaras visit the place.",{'google_bleu': 0.07446808510638298},True
96,Who agreed to hold the mountain on his back according to the text?,The king of tortoises agreed to hold the mountain on his back according to the text.,"The gods wanted to tear the mountain apart, but the mountain was not a suitable place",{'google_bleu': 0.0967741935483871},False
97,What did the gods and the Asuras use as a churning staff and a cord according to the text?,The gods and the Asuras used Mandara as a churning staff and Vasuki as a cord according to the text.,The gods and the Asuras used Mandara as a churn,{'google_bleu': 0.38461538461538464},True
98,What issued from Vasuki's mouth in consequence of the stretch he received according to the text?,Black vapours with flames issued from Vasuki's mouth in consequence of the stretch he received according to the text.,The stretch he received according to the text issued from Vasuki's mouth in consequence,{'google_bleu': 0.5405405405405406},True
99,How did Indra extinguish the fire that was produced by the mutual friction of the trees on Mandara according to the text?,Indra extinguished the fire by pouring down heavy showers according to the text.,Indra extinguished the fire that was produced by the mutual friction of the trees on,{'google_bleu': 0.2222222222222222},True
100,What did the Danavas hurl down from the sky to harass the gods according to the text?,The Danavas hurled down thousands of mountains from the sky to harass the gods according to the text.,The Danavas hurled down thousands of mountains from the sky to harass the gods,{'google_bleu': 0.7142857142857143},False
101,Who appeared at the scene of the conflict between the Asuras and the Ganas and reduced the rocks to dust according to the text?,The divine Nara appeared at the scene of the conflict between the Asuras and the Ganas and reduced the rocks to dust according to the text.,The Asuras appeared at the scene of the conflict between the Asuras and the Gan,{'google_bleu': 0.4215686274509804},False
102,To whom did Indra and the other deities make over the vessel of Amrita for careful keeping according to the text?,Indra and the other deities made over the vessel of Amrita to Narayana for careful keeping according to the text.,Indra and the other deities made over the vessel of Amrita for careful keeping according to,{'google_bleu': 0.6666666666666666},True
103,What did Kadru order her sons to do in order to practise a deception according to the text?,Kadru ordered her sons to transform themselves into black hair and speedily cover the horse's tail in order to practise a deception according to the text.,Kadru ordered her sons to transform themselves into black hair and speedily cover the horse',{'google_bleu': 0.49019607843137253},True
104,What was the curse that Kadru pronounced on her sons for refusing to do her bidding according to the text?,The curse that Kadru pronounced on her sons was that they would be consumed by Agni during the snake-sacrifice of king Janamejaya according to the text.,Kadru cursed her sons for refusing to do her bidding according to the text,{'google_bleu': 0.13725490196078433},True
105,What knowledge did Brahman impart to Kasyapa after comforting him according to the text?,Brahman imparted to Kasyapa the knowledge of neutralising poison after comforting him according to the text.,Brahman imparted to Kasyapa the knowledge of the sacrificial,{'google_bleu': 0.3709677419354839},True
106,What did the two sisters Kadru and Vinata lay a wager about?,Slavery.,The two sisters Kadru and Vinata laid a wager about slavery.,{'google_bleu': 0.023809523809523808},True
107,What is the Ocean?,"The Ocean is a vast and deep receptacle of waters that is full of fishes large enough to swallow the whale, and abounding with huge makaras and creatures of various forms by thousands. It is also rendered inaccessible by the presence of other terrible, monster-shaped, dark, and fierce aquatic animals. It is the mine of all kinds of gems, the home of Varuna (the water-God), the excellent and beautiful residence of the Nagas, the lord of all rivers, the abode of the subterranean fire, the friend (or asylum) of the Asuras, the terror of all creatures, the grand reservoir of water, and ever immutable. It is holy, beneficial to the gods, and is the great source of nectar; without limits, inconceivable, sacred, and highly wonderful. It is dark, terrible with the sound of aquatic creatures, tremendously roaring, and full of deep whirl-pools. It is an object of terror to all creatures.","The Ocean is a receptacle of waters, vast and deep, rolling and",{'google_bleu': 0.03462603878116344},False
108,What caused disturbance in the waters of the Ocean?,The waters were formerly disturbed in consequence of the agitation caused within them by Lord Govinda when he had assumed the form of a wild boar for raising the (submerged) Earth.,The disturbance caused disturbance in the waters of the Ocean.,{'google_bleu': 0.06923076923076923},True
109,What did the Nagas do to fulfill their mother's bidding?,The Nagas went and became hairs in the horse's tail to make it black.,"The Nagas did not do their mother's bidding, but did do their mother",{'google_bleu': 0.05555555555555555},False
110,Question. Who laid the wager?,"The two sisters Kadru and Vinata, the daughters of Daksha.",Answer. Who laid the wager?,{'google_bleu': 0.047619047619047616},True
111,Question. What did the Nagas fear would happen if they did not do their mother's bidding?,The Nagas feared that their mother might withdraw her affection and burn them all.,The Nagas feared that their mother would withdraw her affection and burn them all ,{'google_bleu': 0.7407407407407407},True
112,What did Kadru do to Vinata after they both beheld the horse?,Kadru put Vinata into slavery.,Kadru put Vinata into slavery after they both beheld the horse.,{'google_bleu': 0.35714285714285715},True
